GISJOIN,YEAR,COUNTY,COUNTYA,CTY_SUBA,DIVISIONA,MSA_CMSAA,PLACEA,PMSAA,REGIONA,STATE,STATEA,URBRURALA,URB_AREAA,CD103A,ANPSADPI,ESA001
G1901550,1990,Pottawattamie,155,,4,5920,,9999,2,Iowa,19,,,,Pottawattamie County,32831
G1901570,1990,Poweshiek,157,,4,9999,,9999,2,Iowa,19,,,,Poweshiek County,8199
G1901590,1990,Ringgold,159,,4,9999,,9999,2,Iowa,19,,,,Ringgold County,2713
G1901610,1990,Sac,161,,4,9999,,9999,2,Iowa,19,,,,Sac County,5648
G1901630,1990,Scott,163,,4,1960,,9999,2,Iowa,19,,,,Scott County,61379
G1901650,1990,Shelby,165,,4,9999,,9999,2,Iowa,19,,,,Shelby County,5430
G1901670,1990,Sioux,167,,4,9999,,9999,2,Iowa,19,,,,Sioux County,10333
G1901690,1990,Story,169,,4,9999,,9999,2,Iowa,19,,,,Story County,26847
G1901710,1990,Tama,171,,4,9999,,9999,2,Iowa,19,,,,Tama County,7417
G1901730,1990,Taylor,173,,4,9999,,9999,2,Iowa,19,,,,Taylor County,3307
G1901750,1990,Union,175,,4,9999,,9999,2,Iowa,19,,,,Union County,5622
G1901770,1990,Van Buren,177,,4,9999,,9999,2,Iowa,19,,,,Van Buren County,3529
G1901790,1990,Wapello,179,,4,9999,,9999,2,Iowa,19,,,,Wapello County,15640
G1901810,1990,Warren,181,,4,2120,,9999,2,Iowa,19,,,,Warren County,13157
G1901830,1990,Washington,183,,4,9999,,9999,2,Iowa,19,,,,Washington County,7866
G1901850,1990,Wayne,185,,4,9999,,9999,2,Iowa,19,,,,Wayne County,3334
G1901870,1990,Webster,187,,4,9999,,9999,2,Iowa,19,,,,Webster County,17063
G1901890,1990,Winnebago,189,,4,9999,,9999,2,Iowa,19,,,,Winnebago County,5030
G1901910,1990,Winneshiek,191,,4,9999,,9999,2,Iowa,19,,,,Winneshiek County,7726
G1901930,1990,Woodbury,193,,4,7720,,9999,2,Iowa,19,,,,Woodbury County,39071
G1901950,1990,Worth,195,,4,9999,,9999,2,Iowa,19,,,,Worth County,3443
G1901970,1990,Wright,197,,4,9999,,9999,2,Iowa,19,,,,Wright County,6636
G2000010,1990,Allen,1,,4,9999,,9999,2,Kansas,20,,,,Allen County,6454
G2000030,1990,Anderson,3,,4,9999,,9999,2,Kansas,20,,,,Anderson County,3514
G2000050,1990,Atchison,5,,4,9999,,9999,2,Kansas,20,,,,Atchison County,6691
G2000070,1990,Barber,7,,4,9999,,9999,2,Kansas,20,,,,Barber County,3120
G2000090,1990,Barton,9,,4,9999,,9999,2,Kansas,20,,,,Barton County,13144
G2000110,1990,Bourbon,11,,4,9999,,9999,2,Kansas,20,,,,Bourbon County,6920
G2000130,1990,Brown,13,,4,9999,,9999,2,Kansas,20,,,,Brown County,4890
G2000150,1990,Butler,15,,4,9040,,9999,2,Kansas,20,,,,Butler County,20072
G2000170,1990,Chase,17,,4,9999,,9999,2,Kansas,20,,,,Chase County,1547
G2000190,1990,Chautauqua,19,,4,9999,,9999,2,Kansas,20,,,,Chautauqua County,2249
G2000210,1990,Cherokee,21,,4,9999,,9999,2,Kansas,20,,,,Cherokee County,9428
G2000230,1990,Cheyenne,23,,4,9999,,9999,2,Kansas,20,,,,Cheyenne County,1687
G2000250,1990,Clark,25,,4,9999,,9999,2,Kansas,20,,,,Clark County,1327
G2000270,1990,Clay,27,,4,9999,,9999,2,Kansas,20,,,,Clay County,4138
G2000290,1990,Cloud,29,,4,9999,,9999,2,Kansas,20,,,,Cloud County,5198
G2000310,1990,Coffey,31,,4,9999,,9999,2,Kansas,20,,,,Coffey County,3712
G2000330,1990,Comanche,33,,4,9999,,9999,2,Kansas,20,,,,Comanche County,1256
G2000350,1990,Cowley,35,,4,9999,,9999,2,Kansas,20,,,,Cowley County,15569
G2000370,1990,Crawford,37,,4,9999,,9999,2,Kansas,20,,,,Crawford County,16526
G2000390,1990,Decatur,39,,4,9999,,9999,2,Kansas,20,,,,Decatur County,2063
G2000410,1990,Dickinson,41,,4,9999,,9999,2,Kansas,20,,,,Dickinson County,8415
G2000430,1990,Doniphan,43,,4,9999,,9999,2,Kansas,20,,,,Doniphan County,3337
G2000450,1990,Douglas,45,,4,4150,,9999,2,Kansas,20,,,,Douglas County,31782
G2000470,1990,Edwards,47,,4,9999,,9999,2,Kansas,20,,,,Edwards County,1867
G2000490,1990,Elk,49,,4,9999,,9999,2,Kansas,20,,,,Elk County,1743
G2000510,1990,Ellis,51,,4,9999,,9999,2,Kansas,20,,,,Ellis County,11115
G2000530,1990,Ellsworth,53,,4,9999,,9999,2,Kansas,20,,,,Ellsworth County,3317
G2000550,1990,Finney,55,,4,9999,,9999,2,Kansas,20,,,,Finney County,11696
G2000570,1990,Ford,57,,4,9999,,9999,2,Kansas,20,,,,Ford County,10842
G2000590,1990,Franklin,59,,4,9999,,9999,2,Kansas,20,,,,Franklin County,8926
G2000610,1990,Geary,61,,4,9999,,9999,2,Kansas,20,,,,Geary County,11952
G2000630,1990,Gove,63,,4,9999,,9999,2,Kansas,20,,,,Gove County,1494
G2000650,1990,Graham,65,,4,9999,,9999,2,Kansas,20,,,,Graham County,1753
G2000670,1990,Grant,67,,4,9999,,9999,2,Kansas,20,,,,Grant County,2599
G2000690,1990,Gray,69,,4,9999,,9999,2,Kansas,20,,,,Gray County,2114
G2000710,1990,Greeley,71,,4,9999,,9999,2,Kansas,20,,,,Greeley County,801
G2000730,1990,Greenwood,73,,4,9999,,9999,2,Kansas,20,,,,Greenwood County,4243
G2000750,1990,Hamilton,75,,4,9999,,9999,2,Kansas,20,,,,Hamilton County,1214
G2000770,1990,Harper,77,,4,9999,,9999,2,Kansas,20,,,,Harper County,3481
G2000790,1990,Harvey,79,,4,9040,,9999,2,Kansas,20,,,,Harvey County,12290
G2000810,1990,Haskell,81,,4,9999,,9999,2,Kansas,20,,,,Haskell County,1586
G2000830,1990,Hodgeman,83,,4,9999,,9999,2,Kansas,20,,,,Hodgeman County,1022
G2000850,1990,Jackson,85,,4,9999,,9999,2,Kansas,20,,,,Jackson County,4564
G2000870,1990,Jefferson,87,,4,9999,,9999,2,Kansas,20,,,,Jefferson County,6314
G2000890,1990,Jewell,89,,4,9999,,9999,2,Kansas,20,,,,Jewell County,2409
G2000910,1990,Johnson,91,,4,3760,,9999,2,Kansas,20,,,,Johnson County,144155
G2000930,1990,Kearny,93,,4,9999,,9999,2,Kansas,20,,,,Kearny County,1561
G2000950,1990,Kingman,95,,4,9999,,9999,2,Kansas,20,,,,Kingman County,3645
G2000970,1990,Kiowa,97,,4,9999,,9999,2,Kansas,20,,,,Kiowa County,1738
G2000990,1990,Labette,99,,4,9999,,9999,2,Kansas,20,,,,Labette County,10641
G2001010,1990,Lane,101,,4,9999,,9999,2,Kansas,20,,,,Lane County,1117
G2001030,1990,Leavenworth,103,,4,3760,,9999,2,Kansas,20,,,,Leavenworth County,21264
G2001050,1990,Lincoln,105,,4,9999,,9999,2,Kansas,20,,,,Lincoln County,1864
G2001070,1990,Linn,107,,4,9999,,9999,2,Kansas,20,,,,Linn County,4811
G2001090,1990,Logan,109,,4,9999,,9999,2,Kansas,20,,,,Logan County,1466
G2001110,1990,Lyon,111,,4,9999,,9999,2,Kansas,20,,,,Lyon County,14346
G2001130,1990,McPherson,113,,4,9999,,9999,2,Kansas,20,,,,McPherson County,10941
G2001150,1990,Marion,115,,4,9999,,9999,2,Kansas,20,,,,Marion County,5659
G2001170,1990,Marshall,117,,4,9999,,9999,2,Kansas,20,,,,Marshall County,5269
G2001190,1990,Meade,119,,4,9999,,9999,2,Kansas,20,,,,Meade County,2049
G2001210,1990,Miami,121,,4,3760,,9999,2,Kansas,20,,,,Miami County,8971
G2001230,1990,Mitchell,123,,4,9999,,9999,2,Kansas,20,,,,Mitchell County,3359
G2001250,1990,Montgomery,125,,4,9999,,9999,2,Kansas,20,,,,Montgomery County,17920
G2001270,1990,Morris,127,,4,9999,,9999,2,Kansas,20,,,,Morris County,3149
G2001290,1990,Morton,129,,4,9999,,9999,2,Kansas,20,,,,Morton County,1515
G2001310,1990,Nemaha,131,,4,9999,,9999,2,Kansas,20,,,,Nemaha County,4319
G2001330,1990,Neosho,133,,4,9999,,9999,2,Kansas,20,,,,Neosho County,7726
G2001350,1990,Ness,135,,4,9999,,9999,2,Kansas,20,,,,Ness County,2048
G2001370,1990,Norton,137,,4,9999,,9999,2,Kansas,20,,,,Norton County,2798
G2001390,1990,Osage,139,,4,9999,,9999,2,Kansas,20,,,,Osage County,6324
G2001410,1990,Osborne,141,,4,9999,,9999,2,Kansas,20,,,,Osborne County,2496
G2001430,1990,Ottawa,143,,4,9999,,9999,2,Kansas,20,,,,Ottawa County,2591
G2001450,1990,Pawnee,145,,4,9999,,9999,2,Kansas,20,,,,Pawnee County,3412
G2001470,1990,Phillips,147,,4,9999,,9999,2,Kansas,20,,,,Phillips County,3264
G2001490,1990,Pottawatomie,149,,4,9999,,9999,2,Kansas,20,,,,Pottawatomie County,6472
G2001510,1990,Pratt,151,,4,9999,,9999,2,Kansas,20,,,,Pratt County,4620
G2001530,1990,Rawlins,153,,4,9999,,9999,2,Kansas,20,,,,Rawlins County,1744
G2001550,1990,Reno,155,,4,9999,,9999,2,Kansas,20,,,,Reno County,26607
G2001570,1990,Republic,157,,4,9999,,9999,2,Kansas,20,,,,Republic County,3283
G2001590,1990,Rice,159,,4,9999,,9999,2,Kansas,20,,,,Rice County,4868
G2001610,1990,Riley,161,,4,9999,,9999,2,Kansas,20,,,,Riley County,22868
G2001630,1990,Rooks,163,,4,9999,,9999,2,Kansas,20,,,,Rooks County,2979
G2001650,1990,Rush,165,,4,9999,,9999,2,Kansas,20,,,,Rush County,1999
G2001670,1990,Russell,167,,4,9999,,9999,2,Kansas,20,,,,Russell County,4079
G2001690,1990,Saline,169,,4,9999,,9999,2,Kansas,20,,,,Saline County,21129
G2001710,1990,Scott,171,,4,9999,,9999,2,Kansas,20,,,,Scott County,2305
G2001730,1990,Sedgwick,173,,4,9040,,9999,2,Kansas,20,,,,Sedgwick County,170159
G2001750,1990,Seward,175,,4,9999,,9999,2,Kansas,20,,,,Seward County,7572
G2001770,1990,Shawnee,177,,4,8440,,9999,2,Kansas,20,,,,Shawnee County,68991
G2001790,1990,Sheridan,179,,4,9999,,9999,2,Kansas,20,,,,Sheridan County,1324
G2001810,1990,Sherman,181,,4,9999,,9999,2,Kansas,20,,,,Sherman County,3177
G2001830,1990,Smith,183,,4,9999,,9999,2,Kansas,20,,,,Smith County,2615
G2001850,1990,Stafford,185,,4,9999,,9999,2,Kansas,20,,,,Stafford County,2666
G2001870,1990,Stanton,187,,4,9999,,9999,2,Kansas,20,,,,Stanton County,956
G2001890,1990,Stevens,189,,4,9999,,9999,2,Kansas,20,,,,Stevens County,2116
G2001910,1990,Sumner,191,,4,9999,,9999,2,Kansas,20,,,,Sumner County,10769
G2001930,1990,Thomas,193,,4,9999,,9999,2,Kansas,20,,,,Thomas County,3534
G2001950,1990,Trego,195,,4,9999,,9999,2,Kansas,20,,,,Trego County,1851
G2001970,1990,Wabaunsee,197,,4,9999,,9999,2,Kansas,20,,,,Wabaunsee County,2853
G2001990,1990,Wallace,199,,4,9999,,9999,2,Kansas,20,,,,Wallace County,840
G2002010,1990,Washington,201,,4,9999,,9999,2,Kansas,20,,,,Washington County,3355
G2002030,1990,Wichita,203,,4,9999,,9999,2,Kansas,20,,,,Wichita County,1190
G2002050,1990,Wilson,205,,4,9999,,9999,2,Kansas,20,,,,Wilson County,5091
G2002070,1990,Woodson,207,,4,9999,,9999,2,Kansas,20,,,,Woodson County,2199
G2002090,1990,Wyandotte,209,,4,3760,,9999,2,Kansas,20,,,,Wyandotte County,69102
G2100010,1990,Adair,1,,6,9999,,9999,3,Kentucky,21,,,,Adair County,6434
G2100030,1990,Allen,3,,6,9999,,9999,3,Kentucky,21,,,,Allen County,6381
G2100050,1990,Anderson,5,,6,9999,,9999,3,Kentucky,21,,,,Anderson County,5804
G2100070,1990,Ballard,7,,6,9999,,9999,3,Kentucky,21,,,,Ballard County,3553
G2100090,1990,Barren,9,,6,9999,,9999,3,Kentucky,21,,,,Barren County,14202
G2100110,1990,Bath,11,,6,9999,,9999,3,Kentucky,21,,,,Bath County,4021
G2100130,1990,Bell,13,,6,9999,,9999,3,Kentucky,21,,,,Bell County,12568
G2100150,1990,Boone,15,,6,1642,,1640,3,Kentucky,21,,,,Boone County,21476
G2100170,1990,Bourbon,17,,6,4280,,9999,3,Kentucky,21,,,,Bourbon County,7781
G2100190,1990,Boyd,19,,6,3400,,9999,3,Kentucky,21,,,,Boyd County,21365
G2100210,1990,Boyle,21,,6,9999,,9999,3,Kentucky,21,,,,Boyle County,10191
G2100230,1990,Bracken,23,,6,9999,,9999,3,Kentucky,21,,,,Bracken County,3166
G2100250,1990,Breathitt,25,,6,9999,,9999,3,Kentucky,21,,,,Breathitt County,6127
G2100270,1990,Breckinridge,27,,6,9999,,9999,3,Kentucky,21,,,,Breckinridge County,8261
G2100290,1990,Bullitt,29,,6,4520,,9999,3,Kentucky,21,,,,Bullitt County,16629
G2100310,1990,Butler,31,,6,9999,,9999,3,Kentucky,21,,,,Butler County,4698
G2100330,1990,Caldwell,33,,6,9999,,9999,3,Kentucky,21,,,,Caldwell County,5794
G2100350,1990,Calloway,35,,6,9999,,9999,3,Kentucky,21,,,,Calloway County,13242
G2100370,1990,Campbell,37,,6,1642,,1640,3,Kentucky,21,,,,Campbell County,32910
G2100390,1990,Carlisle,39,,6,9999,,9999,3,Kentucky,21,,,,Carlisle County,2295
G2100410,1990,Carroll,41,,6,9999,,9999,3,Kentucky,21,,,,Carroll County,3870
G2100430,1990,Carter,43,,6,3400,,9999,3,Kentucky,21,,,,Carter County,9290
G2100450,1990,Casey,45,,6,9999,,9999,3,Kentucky,21,,,,Casey County,6046
G2100470,1990,Christian,47,,6,1660,,9999,3,Kentucky,21,,,,Christian County,23429
G2100490,1990,Clark,49,,6,4280,,9999,3,Kentucky,21,,,,Clark County,11635
G2100510,1990,Clay,51,,6,9999,,9999,3,Kentucky,21,,,,Clay County,7930
G2100530,1990,Clinton,53,,6,9999,,9999,3,Kentucky,21,,,,Clinton County,4189
G2100550,1990,Crittenden,55,,6,9999,,9999,3,Kentucky,21,,,,Crittenden County,4039
G2100570,1990,Cumberland,57,,6,9999,,9999,3,Kentucky,21,,,,Cumberland County,3051
G2100590,1990,Daviess,59,,6,5990,,9999,3,Kentucky,21,,,,Daviess County,35041
G2100610,1990,Edmonson,61,,6,9999,,9999,3,Kentucky,21,,,,Edmonson County,5009
G2100630,1990,Elliott,63,,6,9999,,9999,3,Kentucky,21,,,,Elliott County,2639
G2100650,1990,Estill,65,,6,9999,,9999,3,Kentucky,21,,,,Estill County,5863
G2100670,1990,Fayette,67,,6,4280,,9999,3,Kentucky,21,,,,Fayette County,97742
G2100690,1990,Fleming,69,,6,9999,,9999,3,Kentucky,21,,,,Fleming County,5163
G2100710,1990,Floyd,71,,6,9999,,9999,3,Kentucky,21,,,,Floyd County,17169
G2100730,1990,Franklin,73,,6,9999,,9999,3,Kentucky,21,,,,Franklin County,18543
G2100750,1990,Fulton,75,,6,9999,,9999,3,Kentucky,21,,,,Fulton County,3684
G2100770,1990,Gallatin,77,,6,9999,,9999,3,Kentucky,21,,,,Gallatin County,2290
G2100790,1990,Garrard,79,,6,9999,,9999,3,Kentucky,21,,,,Garrard County,4929
G2100810,1990,Grant,81,,6,9999,,9999,3,Kentucky,21,,,,Grant County,6543
G2100830,1990,Graves,83,,6,9999,,9999,3,Kentucky,21,,,,Graves County,14528
G2100850,1990,Grayson,85,,6,9999,,9999,3,Kentucky,21,,,,Grayson County,10446
G2100870,1990,Green,87,,6,9999,,9999,3,Kentucky,21,,,,Green County,4523
G2100890,1990,Greenup,89,,6,3400,,9999,3,Kentucky,21,,,,Greenup County,14657
G2100910,1990,Hancock,91,,6,9999,,9999,3,Kentucky,21,,,,Hancock County,3080
G2100930,1990,Hardin,93,,6,9999,,9999,3,Kentucky,21,,,,Hardin County,32375
G2100950,1990,Harlan,95,,6,9999,,9999,3,Kentucky,21,,,,Harlan County,14735
G2100970,1990,Harrison,97,,6,9999,,9999,3,Kentucky,21,,,,Harrison County,6488
G2100990,1990,Hart,99,,6,9999,,9999,3,Kentucky,21,,,,Hart County,6501
G2101010,1990,Henderson,101,,6,2440,,9999,3,Kentucky,21,,,,Henderson County,17932
G2101030,1990,Henry,103,,6,9999,,9999,3,Kentucky,21,,,,Henry County,5447
G2101050,1990,Hickman,105,,6,9999,,9999,3,Kentucky,21,,,,Hickman County,2374
G2101070,1990,Hopkins,107,,6,9999,,9999,3,Kentucky,21,,,,Hopkins County,19325
G2101090,1990,Jackson,109,,6,9999,,9999,3,Kentucky,21,,,,Jackson County,4895
G2101110,1990,Jefferson,111,,6,4520,,9999,3,Kentucky,21,,,,Jefferson County,282578
G2101130,1990,Jessamine,113,,6,4280,,9999,3,Kentucky,21,,,,Jessamine County,11209
G2101150,1990,Johnson,115,,6,9999,,9999,3,Kentucky,21,,,,Johnson County,9381
G2101170,1990,Kenton,117,,6,1642,,1640,3,Kentucky,21,,,,Kenton County,56086
G2101190,1990,Knott,119,,6,9999,,9999,3,Kentucky,21,,,,Knott County,6718
G2101210,1990,Knox,121,,6,9999,,9999,3,Kentucky,21,,,,Knox County,11731
G2101230,1990,Larue,123,,6,9999,,9999,3,Kentucky,21,,,,Larue County,4824
G2101250,1990,Laurel,125,,6,9999,,9999,3,Kentucky,21,,,,Laurel County,16923
G2101270,1990,Lawrence,127,,6,9999,,9999,3,Kentucky,21,,,,Lawrence County,5684
G2101290,1990,Lee,129,,6,9999,,9999,3,Kentucky,21,,,,Lee County,3025
G2101310,1990,Leslie,131,,6,9999,,9999,3,Kentucky,21,,,,Leslie County,5038
G2101330,1990,Letcher,133,,6,9999,,9999,3,Kentucky,21,,,,Letcher County,10808
G2101350,1990,Lewis,135,,6,9999,,9999,3,Kentucky,21,,,,Lewis County,5328
G2101370,1990,Lincoln,137,,6,9999,,9999,3,Kentucky,21,,,,Lincoln County,7985
G2101390,1990,Livingston,139,,6,9999,,9999,3,Kentucky,21,,,,Livingston County,4177
G2101410,1990,Logan,141,,6,9999,,9999,3,Kentucky,21,,,,Logan County,10303
G2101430,1990,Lyon,143,,6,9999,,9999,3,Kentucky,21,,,,Lyon County,3460
G2101450,1990,McCracken,145,,6,9999,,9999,3,Kentucky,21,,,,McCracken County,27581
G2101470,1990,McCreary,147,,6,9999,,9999,3,Kentucky,21,,,,McCreary County,6039
G2101490,1990,McLean,149,,6,9999,,9999,3,Kentucky,21,,,,McLean County,4042
G2101510,1990,Madison,151,,6,9999,,9999,3,Kentucky,21,,,,Madison County,21456
G2101530,1990,Magoffin,153,,6,9999,,9999,3,Kentucky,21,,,,Magoffin County,4800
G2101550,1990,Marion,155,,6,9999,,9999,3,Kentucky,21,,,,Marion County,6115
G2101570,1990,Marshall,157,,6,9999,,9999,3,Kentucky,21,,,,Marshall County,12528
G2101590,1990,Martin,159,,6,9999,,9999,3,Kentucky,21,,,,Martin County,4697
G2101610,1990,Mason,161,,6,9999,,9999,3,Kentucky,21,,,,Mason County,7089
G2101630,1990,Meade,163,,6,9999,,9999,3,Kentucky,21,,,,Meade County,8907
G2101650,1990,Menifee,165,,6,9999,,9999,3,Kentucky,21,,,,Menifee County,2421
G2101670,1990,Mercer,167,,6,9999,,9999,3,Kentucky,21,,,,Mercer County,8212
G2101690,1990,Metcalfe,169,,6,9999,,9999,3,Kentucky,21,,,,Metcalfe County,3793
G2101710,1990,Monroe,171,,6,9999,,9999,3,Kentucky,21,,,,Monroe County,4882
G2101730,1990,Montgomery,173,,6,9999,,9999,3,Kentucky,21,,,,Montgomery County,7759
G2101750,1990,Morgan,175,,6,9999,,9999,3,Kentucky,21,,,,Morgan County,4562
G2101770,1990,Muhlenberg,177,,6,9999,,9999,3,Kentucky,21,,,,Muhlenberg County,12754
G2101790,1990,Nelson,179,,6,9999,,9999,3,Kentucky,21,,,,Nelson County,11078
G2101810,1990,Nicholas,181,,6,9999,,9999,3,Kentucky,21,,,,Nicholas County,2930
G2101830,1990,Ohio,183,,6,9999,,9999,3,Kentucky,21,,,,Ohio County,8680
G2101850,1990,Oldham,185,,6,4520,,9999,3,Kentucky,21,,,,Oldham County,11202
G2101870,1990,Owen,187,,6,9999,,9999,3,Kentucky,21,,,,Owen County,4723
G2101890,1990,Owsley,189,,6,9999,,9999,3,Kentucky,21,,,,Owsley County,2137
G2101910,1990,Pendleton,191,,6,9999,,9999,3,Kentucky,21,,,,Pendleton County,4782
G2101930,1990,Perry,193,,6,9999,,9999,3,Kentucky,21,,,,Perry County,11565
G2101950,1990,Pike,195,,6,9999,,9999,3,Kentucky,21,,,,Pike County,28760
G2101970,1990,Powell,197,,6,9999,,9999,3,Kentucky,21,,,,Powell County,4458
G2101990,1990,Pulaski,199,,6,9999,,9999,3,Kentucky,21,,,,Pulaski County,22328
G2102010,1990,Robertson,201,,6,9999,,9999,3,Kentucky,21,,,,Robertson County,955
G2102030,1990,Rockcastle,203,,6,9999,,9999,3,Kentucky,21,,,,Rockcastle County,5958
G2102050,1990,Rowan,205,,6,9999,,9999,3,Kentucky,21,,,,Rowan County,7375
G2102070,1990,Russell,207,,6,9999,,9999,3,Kentucky,21,,,,Russell County,7375
G2102090,1990,Scott,209,,6,4280,,9999,3,Kentucky,21,,,,Scott County,9173
G2102110,1990,Shelby,211,,6,4520,,9999,3,Kentucky,21,,,,Shelby County,9617
G2102130,1990,Simpson,213,,6,9999,,9999,3,Kentucky,21,,,,Simpson County,6172
G2102150,1990,Spencer,215,,6,9999,,9999,3,Kentucky,21,,,,Spencer County,2640
G2102170,1990,Taylor,217,,6,9999,,9999,3,Kentucky,21,,,,Taylor County,8798
G2102190,1990,Todd,219,,6,9999,,9999,3,Kentucky,21,,,,Todd County,4415
G2102210,1990,Trigg,221,,6,9999,,9999,3,Kentucky,21,,,,Trigg County,5284
G2102230,1990,Trimble,223,,6,9999,,9999,3,Kentucky,21,,,,Trimble County,2510
G2102250,1990,Union,225,,6,9999,,9999,3,Kentucky,21,,,,Union County,6091
G2102270,1990,Warren,227,,6,9999,,9999,3,Kentucky,21,,,,Warren County,31065
G2102290,1990,Washington,229,,6,9999,,9999,3,Kentucky,21,,,,Washington County,4009
G2102310,1990,Wayne,231,,6,9999,,9999,3,Kentucky,21,,,,Wayne County,7791
G2102330,1990,Webster,233,,6,9999,,9999,3,Kentucky,21,,,,Webster County,5914
G2102350,1990,Whitley,235,,6,9999,,9999,3,Kentucky,21,,,,Whitley County,13399
G2102370,1990,Wolfe,237,,6,9999,,9999,3,Kentucky,21,,,,Wolfe County,2779
G2102390,1990,Woodford,239,,6,4280,,9999,3,Kentucky,21,,,,Woodford County,7689
G2200010,1990,Acadia,1,,7,9999,,9999,3,Louisiana,22,,,,Acadia Parish,21441
G2200030,1990,Allen,3,,7,9999,,9999,3,Louisiana,22,,,,Allen Parish,8275
G2200050,1990,Ascension,5,,7,760,,9999,3,Louisiana,22,,,,Ascension Parish,21165
G2200070,1990,Assumption,7,,7,9999,,9999,3,Louisiana,22,,,,Assumption Parish,8644
G2200090,1990,Avoyelles,9,,7,9999,,9999,3,Louisiana,22,,,,Avoyelles Parish,15428
G2200110,1990,Beauregard,11,,7,9999,,9999,3,Louisiana,22,,,,Beauregard Parish,12666
G2200130,1990,Bienville,13,,7,9999,,9999,3,Louisiana,22,,,,Bienville Parish,7085
G2200150,1990,Bossier,15,,7,7680,,9999,3,Louisiana,22,,,,Bossier Parish,34994
G2200170,1990,Caddo,17,,7,7680,,9999,3,Louisiana,22,,,,Caddo Parish,107615
G2200190,1990,Calcasieu,19,,7,3960,,9999,3,Louisiana,22,,,,Calcasieu Parish,66426
G2200210,1990,Caldwell,21,,7,9999,,9999,3,Louisiana,22,,,,Caldwell Parish,4533
G2200230,1990,Cameron,23,,7,9999,,9999,3,Louisiana,22,,,,Cameron Parish,5031
G2200250,1990,Catahoula,25,,7,9999,,9999,3,Louisiana,22,,,,Catahoula Parish,5138
G2200270,1990,Claiborne,27,,7,9999,,9999,3,Louisiana,22,,,,Claiborne Parish,7513
G2200290,1990,Concordia,29,,7,9999,,9999,3,Louisiana,22,,,,Concordia Parish,9043
G2200310,1990,De Soto,31,,7,9999,,9999,3,Louisiana,22,,,,De Soto Parish,10919
G2200330,1990,East Baton Rouge,33,,7,760,,9999,3,Louisiana,22,,,,East Baton Rouge Parish,156767
G2200350,1990,East Carroll,35,,7,9999,,9999,3,Louisiana,22,,,,East Carroll Parish,3563
G2200370,1990,East Feliciana,37,,7,9999,,9999,3,Louisiana,22,,,,East Feliciana Parish,6476
G2200390,1990,Evangeline,39,,7,9999,,9999,3,Louisiana,22,,,,Evangeline Parish,13311
G2200410,1990,Franklin,41,,7,9999,,9999,3,Louisiana,22,,,,Franklin Parish,8719
G2200430,1990,Grant,43,,7,9999,,9999,3,Louisiana,22,,,,Grant Parish,7494
G2200450,1990,Iberia,45,,7,9999,,9999,3,Louisiana,22,,,,Iberia Parish,25472
G2200470,1990,Iberville,47,,7,9999,,9999,3,Louisiana,22,,,,Iberville Parish,11352
G2200490,1990,Jackson,49,,7,9999,,9999,3,Louisiana,22,,,,Jackson Parish,7041
G2200510,1990,Jefferson,51,,7,5560,,9999,3,Louisiana,22,,,,Jefferson Parish,185072
G2200530,1990,Jefferson Davis,53,,7,9999,,9999,3,Louisiana,22,,,,Jefferson Davis Parish,11963
G2200550,1990,Lafayette,55,,7,3880,,9999,3,Louisiana,22,,,,Lafayette Parish,67431
G2200570,1990,Lafourche,57,,7,3350,,9999,3,Louisiana,22,,,,Lafourche Parish,31332
G2200590,1990,La Salle,59,,7,9999,,9999,3,Louisiana,22,,,,La Salle Parish,5969
G2200610,1990,Lincoln,61,,7,9999,,9999,3,Louisiana,22,,,,Lincoln Parish,15286
G2200630,1990,Livingston,63,,7,760,,9999,3,Louisiana,22,,,,Livingston Parish,26848
G2200650,1990,Madison,65,,7,9999,,9999,3,Louisiana,22,,,,Madison Parish,4823
G2200670,1990,Morehouse,67,,7,9999,,9999,3,Louisiana,22,,,,Morehouse Parish,12314
G2200690,1990,Natchitoches,69,,7,9999,,9999,3,Louisiana,22,,,,Natchitoches Parish,15210
G2200710,1990,Orleans,71,,7,5560,,9999,3,Louisiana,22,,,,Orleans Parish,225573
G2200730,1990,Ouachita,73,,7,5200,,9999,3,Louisiana,22,,,,Ouachita Parish,56300
G2200750,1990,Plaquemines,75,,7,9999,,9999,3,Louisiana,22,,,,Plaquemines Parish,9432
G2200770,1990,Pointe Coupee,77,,7,9999,,9999,3,Louisiana,22,,,,Pointe Coupee Parish,9695
G2200790,1990,Rapides,79,,7,220,,9999,3,Louisiana,22,,,,Rapides Parish,51239
G2200810,1990,Red River,81,,7,9999,,9999,3,Louisiana,22,,,,Red River Parish,3839
G2200830,1990,Richland,83,,7,9999,,9999,3,Louisiana,22,,,,Richland Parish,8031
G2200850,1990,Sabine,85,,7,9999,,9999,3,Louisiana,22,,,,Sabine Parish,12789
G2200870,1990,St Bernard,87,,7,5560,,9999,3,Louisiana,22,,,,St. Bernard Parish,25147
G2200890,1990,St Charles,89,,7,5560,,9999,3,Louisiana,22,,,,St. Charles Parish,16016
G2200910,1990,St Helena,91,,7,9999,,9999,3,Louisiana,22,,,,St. Helena Parish,3840
G2200930,1990,St James,93,,7,9999,,9999,3,Louisiana,22,,,,St. James Parish,6934
G2200950,1990,St John The Baptist,95,,7,5560,,9999,3,Louisiana,22,,,,St. John the Baptist Parish,14255
